visit_id,client_id,therapist_id,service_id,visit_ts
1561,038-37-7264,150-60-1665,0,"2022/05/23, 17:45:14"
1562,574-92-3858,280-65-5827,3,"2022/03/06, 04:54:18"
1563,154-64-9693,150-60-1665,3,"2022/01/16, 12:59:07"
1564,594-87-8512,280-65-5827,2,"2022/06/15, 22:47:30"
1565,877-33-4462,150-60-1665,4,"2022/06/11, 19:14:34"
1566,574-92-3858,030-45-1969,0,"2022/01/17, 13:41:30"
1567,574-92-3858,150-60-1665,4,"2022/01/26, 13:32:59"
1568,038-37-7264,030-45-1969,2,"2022/05/31, 21:38:04"
1569,488-22-2850,030-45-1969,2,"2022/02/02, 21:19:21"
1570,488-22-2850,030-45-1969,2,"2022/03/27, 15:28:46"
1571,574-92-3858,150-60-1665,1,"2022/01/25, 17:52:10"
1572,148-49-3184,030-45-1969,2,"2022/06/26, 08:05:56"
1573,038-37-7264,150-60-1665,1,"2022/06/20, 17:24:49"
1574,038-37-7264,150-60-1665,2,"2022/04/29, 01:26:28"
1575,038-37-7264,280-65-5827,4,"2022/03/23, 04:24:10"
1576,574-92-3858,280-65-5827,2,"2022/06/04, 19:53:11"
1577,431-25-4334,150-60-1665,1,"2022/02/02, 05:53:44"
1578,830-11-8837,030-45-1969,0,"2022/01/03, 09:54:21"
1579,877-33-4462,030-45-1969,3,"2022/05/13, 06:15:11"
1580,148-49-3184,280-65-5827,4,"2022/02/03, 23:04:33"
1581,574-92-3858,030-45-1969,4,"2022/02/25, 09:15:46"
1582,148-49-3184,150-60-1665,1,"2022/03/28, 10:32:37"
1583,148-49-3184,150-60-1665,4,"2022/01/27, 09:35:04"
1584,877-33-4462,150-60-1665,2,"2022/03/23, 12:16:08"
1585,877-33-4462,030-45-1969,1,"2022/03/28, 02:43:11"
1586,038-37-7264,150-60-1665,1,"2022/01/13, 03:12:48"
1587,898-73-3339,280-65-5827,0,"2022/06/03, 23:15:15"
1588,877-33-4462,030-45-1969,4,"2022/06/10, 21:16:41"
1589,830-11-8837,150-60-1665,2,"2022/02/05, 10:21:24"
1590,148-49-3184,150-60-1665,1,"2022/02/02, 00:33:53"
1591,488-22-2850,150-60-1665,1,"2022/01/18, 07:36:18"
1592,148-49-3184,030-45-1969,4,"2022/01/06, 17:38:12"
1593,431-25-4334,150-60-1665,3,"2022/04/11, 11:39:04"
1594,594-87-8512,280-65-5827,2,"2022/04/20, 00:53:19"
1595,830-11-8837,030-45-1969,4,"2022/02/22, 03:23:32"
1596,877-33-4462,030-45-1969,1,"2022/05/03, 12:58:41"
1597,154-64-9693,030-45-1969,3,"2022/01/29, 03:12:18"
1598,830-11-8837,280-65-5827,2,"2022/03/31, 06:14:56"
1599,898-73-3339,280-65-5827,2,"2022/02/26, 11:55:10"
1600,038-37-7264,030-45-1969,3,"2022/03/02, 20:38:54"
1601,154-64-9693,030-45-1969,3,"2022/03/13, 09:18:15"
1602,574-92-3858,030-45-1969,1,"2022/03/14, 16:57:25"
1603,431-25-4334,280-65-5827,3,"2022/01/24, 08:50:37"
1604,154-64-9693,030-45-1969,3,"2022/06/08, 14:29:16"
1605,148-49-3184,280-65-5827,2,"2022/03/25, 11:39:12"
1606,574-92-3858,150-60-1665,2,"2022/05/20, 04:03:44"
1607,148-49-3184,150-60-1665,2,"2022/03/14, 18:48:18"
1608,830-11-8837,030-45-1969,2,"2022/05/22, 06:49:56"
1609,038-37-7264,280-65-5827,1,"2022/05/09, 15:03:45"
1610,877-33-4462,280-65-5827,4,"2022/05/12, 13:48:04"
1611,594-87-8512,030-45-1969,3,"2022/06/29, 04:27:15"
1612,431-25-4334,150-60-1665,4,"2022/04/10, 21:07:49"
1613,574-92-3858,030-45-1969,4,"2022/02/27, 18:52:16"
1614,877-33-4462,150-60-1665,4,"2022/02/28, 11:46:15"
1615,038-37-7264,150-60-1665,3,"2022/01/19, 15:16:19"
1616,038-37-7264,280-65-5827,3,"2022/02/24, 17:43:01"
1617,148-49-3184,030-45-1969,0,"2022/01/27, 21:44:39"
1618,488-22-2850,030-45-1969,3,"2022/05/18, 02:56:30"
1619,830-11-8837,030-45-1969,0,"2022/01/04, 20:41:18"
1620,038-37-7264,030-45-1969,0,"2022/06/04, 16:05:13"
1621,877-33-4462,150-60-1665,0,"2022/04/24, 16:48:38"
1622,038-37-7264,280-65-5827,2,"2022/05/02, 00:00:22"
1623,877-33-4462,150-60-1665,4,"2022/04/20, 18:34:58"
1624,148-49-3184,030-45-1969,1,"2022/02/10, 15:32:01"
1625,148-49-3184,280-65-5827,2,"2022/03/17, 00:37:49"
1626,830-11-8837,280-65-5827,2,"2022/03/27, 19:48:52"
1627,038-37-7264,280-65-5827,2,"2022/04/07, 19:51:48"
1628,830-11-8837,280-65-5827,3,"2022/02/23, 19:15:08"
1629,594-87-8512,280-65-5827,3,"2022/06/25, 00:37:59"
1630,154-64-9693,030-45-1969,3,"2022/03/18, 14:29:45"
1631,148-49-3184,280-65-5827,2,"2022/06/18, 22:13:44"
1632,038-37-7264,150-60-1665,3,"2022/03/04, 23:37:24"
1633,898-73-3339,280-65-5827,4,"2022/04/12, 21:56:07"
1634,594-87-8512,030-45-1969,3,"2022/06/28, 18:36:01"
1635,594-87-8512,150-60-1665,0,"2022/03/30, 12:15:36"
1636,148-49-3184,030-45-1969,4,"2022/05/11, 07:58:45"
1637,431-25-4334,280-65-5827,1,"2022/01/27, 23:50:48"
1638,574-92-3858,150-60-1665,1,"2022/04/11, 18:36:35"
1639,594-87-8512,150-60-1665,0,"2022/05/18, 21:32:07"
1640,877-33-4462,150-60-1665,4,"2022/03/29, 18:10:17"
1641,877-33-4462,030-45-1969,2,"2022/05/27, 01:23:19"
1642,431-25-4334,030-45-1969,2,"2022/02/25, 15:37:26"
1643,038-37-7264,280-65-5827,1,"2022/04/28, 01:35:54"
1644,488-22-2850,150-60-1665,2,"2022/05/18, 00:44:46"
1645,038-37-7264,150-60-1665,2,"2022/03/02, 14:01:06"
1646,431-25-4334,150-60-1665,2,"2022/06/28, 06:04:25"
1647,431-25-4334,150-60-1665,3,"2022/04/25, 21:33:06"
1648,877-33-4462,150-60-1665,4,"2022/03/15, 10:42:33"
1649,898-73-3339,150-60-1665,1,"2022/04/09, 12:21:20"
1650,148-49-3184,280-65-5827,0,"2022/06/22, 00:58:25"
1651,898-73-3339,150-60-1665,2,"2022/03/20, 19:02:30"
1652,148-49-3184,030-45-1969,2,"2022/01/27, 02:03:33"
1653,038-37-7264,280-65-5827,2,"2022/01/22, 07:00:12"
1654,877-33-4462,150-60-1665,3,"2022/06/05, 06:40:39"
1655,877-33-4462,030-45-1969,1,"2022/05/08, 05:55:51"
1656,830-11-8837,280-65-5827,3,"2022/06/25, 01:05:53"
1657,898-73-3339,030-45-1969,2,"2022/03/20, 04:11:38"
1658,574-92-3858,030-45-1969,4,"2022/03/07, 22:59:37"
1659,898-73-3339,280-65-5827,2,"2022/03/29, 09:11:25"
1660,594-87-8512,030-45-1969,4,"2022/05/01, 09:17:03"
1661,488-22-2850,280-65-5827,4,"2022/02/13, 05:27:22"
1662,877-33-4462,150-60-1665,4,"2022/03/28, 02:22:14"
1663,148-49-3184,280-65-5827,3,"2022/02/28, 18:22:49"
1664,148-49-3184,030-45-1969,3,"2022/02/18, 21:53:49"
1665,488-22-2850,030-45-1969,2,"2022/05/08, 22:58:47"
1666,148-49-3184,280-65-5827,1,"2022/06/17, 00:26:24"
1667,830-11-8837,150-60-1665,4,"2022/05/25, 00:50:49"
1668,830-11-8837,280-65-5827,2,"2022/01/17, 04:59:44"
1669,877-33-4462,030-45-1969,2,"2022/01/20, 05:18:15"
1670,830-11-8837,280-65-5827,4,"2022/02/10, 07:23:03"
1671,594-87-8512,030-45-1969,2,"2022/04/15, 12:52:44"
1672,830-11-8837,280-65-5827,4,"2022/02/12, 00:18:36"
1673,594-87-8512,280-65-5827,1,"2022/02/20, 12:07:37"
1674,574-92-3858,280-65-5827,4,"2022/05/21, 11:32:19"
1675,038-37-7264,150-60-1665,3,"2022/04/27, 08:59:59"
1676,148-49-3184,030-45-1969,0,"2022/01/07, 01:22:42"
1677,488-22-2850,280-65-5827,1,"2022/02/18, 22:04:29"
1678,154-64-9693,280-65-5827,2,"2022/01/13, 10:20:10"
1679,594-87-8512,150-60-1665,4,"2022/02/24, 05:19:14"
1680,431-25-4334,280-65-5827,2,"2022/01/26, 23:09:09"
1681,488-22-2850,280-65-5827,3,"2022/05/21, 11:09:26"
1682,594-87-8512,030-45-1969,2,"2022/04/05, 12:19:37"
1683,594-87-8512,030-45-1969,0,"2022/04/25, 20:02:11"
1684,898-73-3339,030-45-1969,3,"2022/05/26, 12:29:11"
1685,830-11-8837,150-60-1665,3,"2022/04/30, 23:36:04"
1686,898-73-3339,150-60-1665,4,"2022/04/03, 19:33:10"
1687,594-87-8512,150-60-1665,3,"2022/04/15, 14:26:21"
1688,154-64-9693,280-65-5827,0,"2022/02/20, 11:46:39"
1689,488-22-2850,280-65-5827,0,"2022/02/26, 06:57:07"
1690,574-92-3858,030-45-1969,1,"2022/03/14, 00:36:29"
1691,148-49-3184,280-65-5827,2,"2022/06/12, 07:17:41"
1692,830-11-8837,280-65-5827,3,"2022/06/08, 09:26:58"
1693,594-87-8512,150-60-1665,1,"2022/02/25, 13:04:44"
1694,488-22-2850,280-65-5827,2,"2022/02/22, 01:30:12"
1695,574-92-3858,280-65-5827,0,"2022/02/02, 20:31:52"
1696,898-73-3339,280-65-5827,4,"2022/05/25, 15:59:00"
1697,830-11-8837,150-60-1665,2,"2022/05/27, 06:42:18"
1698,830-11-8837,150-60-1665,4,"2022/04/14, 23:40:04"
1699,431-25-4334,030-45-1969,4,"2022/02/27, 14:10:50"
1700,148-49-3184,280-65-5827,0,"2022/05/11, 11:43:15"
1701,038-37-7264,280-65-5827,0,"2022/04/03, 03:24:40"
1702,898-73-3339,280-65-5827,1,"2022/06/22, 11:10:34"
1703,574-92-3858,280-65-5827,3,"2022/06/07, 20:46:35"
1704,877-33-4462,280-65-5827,0,"2022/04/20, 23:16:49"
1705,431-25-4334,030-45-1969,0,"2022/06/20, 04:15:36"
1706,488-22-2850,030-45-1969,2,"2022/05/20, 19:39:06"
1707,154-64-9693,150-60-1665,2,"2022/04/24, 06:33:49"
1708,830-11-8837,280-65-5827,4,"2022/03/23, 11:35:26"
1709,431-25-4334,150-60-1665,3,"2022/04/05, 06:48:07"
1710,154-64-9693,280-65-5827,4,"2022/04/05, 18:00:06"
1711,898-73-3339,280-65-5827,4,"2022/06/27, 12:18:24"
1712,148-49-3184,150-60-1665,2,"2022/04/18, 14:21:12"
1713,148-49-3184,150-60-1665,0,"2022/02/22, 16:47:37"
1714,830-11-8837,280-65-5827,3,"2022/04/18, 04:13:54"
1715,038-37-7264,150-60-1665,3,"2022/01/13, 19:08:47"
1716,148-49-3184,150-60-1665,4,"2022/01/17, 14:56:02"
1717,431-25-4334,280-65-5827,0,"2022/01/31, 20:25:24"
1718,574-92-3858,030-45-1969,3,"2022/02/20, 06:27:12"
1719,488-22-2850,030-45-1969,4,"2022/03/19, 21:03:21"
1720,574-92-3858,030-45-1969,2,"2022/03/22, 17:45:28"
1721,431-25-4334,150-60-1665,0,"2022/04/09, 16:30:59"
1722,898-73-3339,150-60-1665,0,"2022/05/17, 23:04:54"
1723,898-73-3339,150-60-1665,3,"2022/04/08, 16:16:26"
1724,574-92-3858,030-45-1969,0,"2022/02/23, 16:57:08"
1725,877-33-4462,150-60-1665,0,"2022/04/18, 02:20:41"
1726,154-64-9693,280-65-5827,0,"2022/05/21, 21:55:23"
1727,154-64-9693,280-65-5827,2,"2022/02/21, 23:59:38"
1728,488-22-2850,150-60-1665,2,"2022/06/11, 06:48:48"
1729,154-64-9693,150-60-1665,4,"2022/05/29, 03:18:02"
1730,488-22-2850,030-45-1969,4,"2022/01/22, 15:44:20"
1731,148-49-3184,150-60-1665,0,"2022/04/02, 09:45:32"
1732,148-49-3184,150-60-1665,3,"2022/02/16, 18:05:42"
1733,431-25-4334,150-60-1665,2,"2022/05/28, 14:27:43"
1734,898-73-3339,030-45-1969,3,"2022/03/16, 10:52:13"
1735,898-73-3339,030-45-1969,0,"2022/04/16, 12:57:57"
1736,877-33-4462,280-65-5827,4,"2022/01/01, 06:51:21"
1737,148-49-3184,030-45-1969,4,"2022/05/09, 14:36:37"
1738,594-87-8512,150-60-1665,1,"2022/06/21, 01:47:57"
1739,594-87-8512,150-60-1665,0,"2022/06/16, 01:47:54"
1740,594-87-8512,280-65-5827,1,"2022/03/21, 05:31:54"
1741,594-87-8512,280-65-5827,3,"2022/01/13, 03:54:06"
1742,038-37-7264,030-45-1969,2,"2022/05/17, 14:24:41"
1743,154-64-9693,150-60-1665,0,"2022/06/24, 14:47:07"
1744,574-92-3858,280-65-5827,1,"2022/06/25, 19:21:05"
1745,877-33-4462,030-45-1969,2,"2022/05/16, 04:35:15"
1746,431-25-4334,030-45-1969,0,"2022/02/07, 22:59:06"
1747,830-11-8837,280-65-5827,3,"2022/05/07, 12:32:31"
1748,488-22-2850,280-65-5827,0,"2022/01/30, 10:22:22"
1749,488-22-2850,280-65-5827,4,"2022/04/14, 08:53:43"
1750,574-92-3858,280-65-5827,3,"2022/03/27, 20:39:35"
1751,431-25-4334,280-65-5827,0,"2022/05/16, 00:43:21"
1752,830-11-8837,030-45-1969,4,"2022/02/19, 09:53:27"
1753,488-22-2850,150-60-1665,3,"2022/03/21, 12:51:23"
1754,574-92-3858,030-45-1969,3,"2022/05/16, 18:35:07"
1755,148-49-3184,280-65-5827,2,"2022/02/04, 17:57:36"
1756,830-11-8837,150-60-1665,2,"2022/05/31, 13:48:12"
1757,038-37-7264,150-60-1665,4,"2022/01/31, 02:02:06"
1758,431-25-4334,280-65-5827,3,"2022/02/06, 01:17:21"
1759,574-92-3858,030-45-1969,2,"2022/03/15, 15:54:51"
1760,898-73-3339,030-45-1969,0,"2022/01/24, 19:00:28"
1761,574-92-3858,150-60-1665,4,"2022/04/02, 05:08:09"
1762,898-73-3339,030-45-1969,2,"2022/01/25, 01:50:26"
1763,488-22-2850,030-45-1969,2,"2022/04/20, 23:51:32"
1764,154-64-9693,150-60-1665,4,"2022/06/07, 01:40:14"
1765,148-49-3184,030-45-1969,1,"2022/03/04, 00:48:15"
1766,148-49-3184,280-65-5827,2,"2022/03/23, 17:09:40"
1767,154-64-9693,150-60-1665,2,"2022/05/20, 14:02:43"
1768,898-73-3339,030-45-1969,2,"2022/03/23, 22:33:35"
1769,594-87-8512,150-60-1665,2,"2022/03/02, 23:19:30"
1770,154-64-9693,280-65-5827,3,"2022/04/30, 00:52:38"
1771,830-11-8837,280-65-5827,0,"2022/02/10, 01:05:00"
1772,594-87-8512,150-60-1665,3,"2022/05/10, 22:48:41"
1773,431-25-4334,030-45-1969,0,"2022/01/31, 19:09:50"
1774,594-87-8512,280-65-5827,2,"2022/03/17, 19:15:31"
1775,830-11-8837,150-60-1665,3,"2022/01/11, 01:59:05"
1776,898-73-3339,280-65-5827,0,"2022/03/24, 22:38:06"
1777,830-11-8837,150-60-1665,2,"2022/03/01, 23:44:33"
1778,898-73-3339,150-60-1665,3,"2022/06/28, 01:43:50"
1779,154-64-9693,030-45-1969,3,"2022/02/16, 07:07:39"
1780,488-22-2850,150-60-1665,0,"2022/05/26, 05:23:28"
1781,038-37-7264,030-45-1969,0,"2022/02/18, 06:08:31"
1782,830-11-8837,030-45-1969,3,"2022/06/07, 01:25:01"
1783,154-64-9693,150-60-1665,2,"2022/02/14, 09:16:41"
1784,038-37-7264,280-65-5827,0,"2022/03/06, 08:17:15"
1785,488-22-2850,280-65-5827,3,"2022/06/26, 18:35:21"
1786,038-37-7264,280-65-5827,1,"2022/02/15, 23:19:41"
1787,431-25-4334,030-45-1969,1,"2022/03/30, 07:33:59"
1788,038-37-7264,280-65-5827,1,"2022/06/24, 06:55:24"
1789,877-33-4462,280-65-5827,4,"2022/01/25, 01:00:01"
1790,574-92-3858,030-45-1969,1,"2022/02/12, 19:13:55"
1791,898-73-3339,280-65-5827,0,"2022/03/03, 19:16:51"
1792,877-33-4462,280-65-5827,1,"2022/03/11, 15:50:20"
1793,898-73-3339,150-60-1665,0,"2022/04/25, 12:36:53"
1794,154-64-9693,030-45-1969,4,"2022/06/28, 11:27:30"
1795,574-92-3858,150-60-1665,4,"2022/01/10, 23:54:17"
1796,431-25-4334,030-45-1969,0,"2022/03/08, 23:28:48"
1797,574-92-3858,280-65-5827,1,"2022/04/25, 06:36:59"
1798,594-87-8512,150-60-1665,4,"2022/06/02, 22:23:44"
1799,148-49-3184,280-65-5827,0,"2022/01/13, 02:34:54"
1800,148-49-3184,280-65-5827,0,"2022/04/10, 11:41:44"
1801,877-33-4462,150-60-1665,1,"2022/06/27, 03:50:41"
1802,038-37-7264,030-45-1969,4,"2022/01/19, 00:52:28"
1803,594-87-8512,030-45-1969,1,"2022/02/04, 22:51:20"
1804,877-33-4462,150-60-1665,2,"2022/04/05, 01:44:16"
1805,898-73-3339,030-45-1969,4,"2022/01/09, 20:12:14"
1806,574-92-3858,030-45-1969,2,"2022/06/23, 09:29:08"
1807,431-25-4334,030-45-1969,1,"2022/06/03, 20:18:07"
1808,594-87-8512,030-45-1969,1,"2022/02/18, 03:01:05"
1809,594-87-8512,150-60-1665,0,"2022/06/24, 01:54:33"
1810,574-92-3858,030-45-1969,1,"2022/06/22, 22:48:19"
1811,488-22-2850,280-65-5827,3,"2022/03/08, 07:23:36"
1812,154-64-9693,030-45-1969,0,"2022/04/18, 06:47:56"
1813,154-64-9693,030-45-1969,4,"2022/01/01, 05:33:03"
1814,431-25-4334,030-45-1969,4,"2022/02/06, 11:29:54"
1815,574-92-3858,030-45-1969,1,"2022/04/03, 20:01:27"
1816,830-11-8837,030-45-1969,0,"2022/03/15, 16:31:56"
1817,830-11-8837,280-65-5827,1,"2022/04/28, 19:46:27"
1818,154-64-9693,150-60-1665,4,"2022/02/03, 14:06:32"
1819,830-11-8837,150-60-1665,3,"2022/05/15, 17:47:08"
1820,154-64-9693,280-65-5827,1,"2022/05/02, 08:45:15"
1821,154-64-9693,150-60-1665,3,"2022/05/27, 13:28:31"
1822,148-49-3184,030-45-1969,0,"2022/02/15, 15:54:53"
1823,148-49-3184,280-65-5827,1,"2022/05/02, 08:10:11"
1824,877-33-4462,030-45-1969,3,"2022/04/01, 21:48:18"
1825,898-73-3339,280-65-5827,0,"2022/04/12, 20:41:49"
1826,148-49-3184,030-45-1969,3,"2022/01/10, 18:42:07"
1827,877-33-4462,030-45-1969,0,"2022/03/09, 10:06:08"
1828,830-11-8837,030-45-1969,4,"2022/02/01, 18:59:04"
1829,431-25-4334,280-65-5827,2,"2022/01/20, 05:44:22"
1830,594-87-8512,030-45-1969,0,"2022/02/25, 11:40:26"
1831,488-22-2850,030-45-1969,3,"2022/06/19, 05:01:52"
1832,877-33-4462,030-45-1969,0,"2022/03/26, 05:14:12"
1833,594-87-8512,150-60-1665,2,"2022/04/06, 21:28:04"
1834,488-22-2850,030-45-1969,4,"2022/01/02, 14:17:57"
1835,830-11-8837,150-60-1665,1,"2022/04/08, 07:27:02"
1836,148-49-3184,280-65-5827,0,"2022/01/12, 17:02:03"
1837,594-87-8512,150-60-1665,2,"2022/01/17, 04:37:40"
1838,038-37-7264,150-60-1665,4,"2022/05/30, 13:35:40"
1839,898-73-3339,150-60-1665,1,"2022/04/12, 16:06:46"
1840,154-64-9693,030-45-1969,3,"2022/01/19, 08:41:20"
1841,830-11-8837,150-60-1665,1,"2022/04/16, 05:03:52"
1842,154-64-9693,280-65-5827,2,"2022/02/25, 03:06:16"
1843,154-64-9693,150-60-1665,0,"2022/02/15, 04:10:31"
1844,148-49-3184,030-45-1969,0,"2022/01/01, 13:53:12"
1845,431-25-4334,280-65-5827,0,"2022/04/06, 09:31:21"
1846,574-92-3858,030-45-1969,1,"2022/01/01, 12:16:46"
1847,898-73-3339,280-65-5827,3,"2022/06/19, 15:43:03"
1848,877-33-4462,150-60-1665,4,"2022/03/20, 06:59:09"
1849,830-11-8837,030-45-1969,3,"2022/04/28, 19:57:18"
1850,898-73-3339,150-60-1665,1,"2022/02/28, 09:27:28"
1851,574-92-3858,150-60-1665,4,"2022/05/06, 14:17:21"
1852,038-37-7264,280-65-5827,1,"2022/01/23, 11:40:59"
1853,154-64-9693,150-60-1665,4,"2022/06/19, 20:55:08"
1854,431-25-4334,030-45-1969,1,"2022/06/09, 19:29:03"
1855,898-73-3339,150-60-1665,1,"2022/06/21, 00:40:58"
1856,431-25-4334,150-60-1665,4,"2022/01/18, 15:27:46"
1857,877-33-4462,280-65-5827,0,"2022/04/08, 16:59:53"
1858,877-33-4462,150-60-1665,2,"2022/04/29, 03:56:22"
1859,594-87-8512,030-45-1969,0,"2022/02/09, 19:04:52"
1860,154-64-9693,280-65-5827,4,"2022/05/25, 20:06:50"
1861,877-33-4462,150-60-1665,0,"2022/02/18, 02:15:40"
1862,431-25-4334,280-65-5827,1,"2022/03/28, 07:34:17"
1863,038-37-7264,280-65-5827,0,"2022/05/13, 04:58:01"
1864,488-22-2850,030-45-1969,0,"2022/05/14, 10:48:08"
1865,574-92-3858,030-45-1969,1,"2022/06/18, 21:58:13"
1866,594-87-8512,150-60-1665,4,"2022/03/14, 01:11:17"
1867,898-73-3339,150-60-1665,3,"2022/01/30, 12:08:08"
1868,574-92-3858,150-60-1665,4,"2022/02/18, 02:22:48"
1869,594-87-8512,150-60-1665,2,"2022/06/18, 23:25:14"
1870,488-22-2850,150-60-1665,1,"2022/03/26, 03:28:06"
1871,038-37-7264,280-65-5827,2,"2022/02/21, 08:56:41"
1872,898-73-3339,280-65-5827,0,"2022/02/15, 16:19:55"
1873,148-49-3184,030-45-1969,3,"2022/04/19, 12:03:17"
1874,148-49-3184,280-65-5827,4,"2022/02/04, 06:43:41"
1875,148-49-3184,030-45-1969,2,"2022/03/04, 13:21:58"
1876,877-33-4462,030-45-1969,3,"2022/03/25, 21:35:28"
1877,574-92-3858,150-60-1665,0,"2022/05/11, 15:30:51"
1878,898-73-3339,280-65-5827,0,"2022/05/21, 03:27:12"
1879,574-92-3858,280-65-5827,3,"2022/01/23, 15:31:18"
1880,154-64-9693,030-45-1969,3,"2022/04/24, 22:35:55"
1881,898-73-3339,280-65-5827,2,"2022/04/18, 06:13:20"
1882,488-22-2850,150-60-1665,1,"2022/02/19, 22:51:06"
1883,488-22-2850,030-45-1969,0,"2022/05/26, 12:58:37"
1884,830-11-8837,030-45-1969,4,"2022/04/20, 09:36:17"
1885,154-64-9693,150-60-1665,2,"2022/01/27, 23:31:50"
1886,488-22-2850,280-65-5827,4,"2022/01/04, 11:07:49"
1887,594-87-8512,150-60-1665,4,"2022/02/07, 17:00:10"
1888,898-73-3339,150-60-1665,3,"2022/03/31, 21:26:01"
1889,154-64-9693,030-45-1969,3,"2022/02/22, 07:45:04"
1890,877-33-4462,150-60-1665,3,"2022/03/07, 13:01:52"
1891,877-33-4462,030-45-1969,3,"2022/04/10, 01:43:33"
1892,488-22-2850,150-60-1665,0,"2022/02/06, 06:22:13"
1893,154-64-9693,280-65-5827,1,"2022/04/22, 20:10:05"
1894,898-73-3339,030-45-1969,2,"2022/02/22, 17:01:18"
1895,574-92-3858,150-60-1665,0,"2022/02/03, 23:32:55"
1896,431-25-4334,280-65-5827,4,"2022/01/14, 13:58:55"
1897,898-73-3339,280-65-5827,3,"2022/03/04, 21:35:18"
1898,594-87-8512,280-65-5827,3,"2022/06/05, 05:05:39"
1899,877-33-4462,150-60-1665,4,"2022/01/29, 03:54:28"
1900,038-37-7264,030-45-1969,1,"2022/02/03, 12:54:42"
1901,038-37-7264,030-45-1969,0,"2022/06/14, 20:16:21"
1902,574-92-3858,150-60-1665,2,"2022/01/14, 23:44:10"
1903,574-92-3858,150-60-1665,3,"2022/03/04, 20:57:25"
1904,574-92-3858,150-60-1665,0,"2022/03/29, 10:10:53"
1905,431-25-4334,030-45-1969,3,"2022/02/10, 06:41:54"
1906,574-92-3858,150-60-1665,2,"2022/01/23, 09:34:24"
1907,038-37-7264,030-45-1969,4,"2022/04/19, 12:51:17"
1908,594-87-8512,280-65-5827,4,"2022/03/20, 10:26:26"
1909,898-73-3339,150-60-1665,1,"2022/03/03, 21:12:33"
1910,594-87-8512,280-65-5827,3,"2022/01/09, 03:03:08"
1911,431-25-4334,030-45-1969,3,"2022/05/03, 12:15:42"
1912,488-22-2850,030-45-1969,1,"2022/01/01, 17:59:21"
1913,148-49-3184,030-45-1969,2,"2022/03/16, 03:08:55"
1914,038-37-7264,150-60-1665,4,"2022/06/02, 18:25:27"
1915,154-64-9693,030-45-1969,2,"2022/01/24, 06:06:21"
1916,898-73-3339,280-65-5827,3,"2022/04/16, 18:25:47"
1917,574-92-3858,030-45-1969,3,"2022/03/31, 10:32:18"
1918,594-87-8512,030-45-1969,0,"2022/01/03, 06:34:56"
1919,038-37-7264,150-60-1665,0,"2022/05/04, 09:52:53"
1920,488-22-2850,150-60-1665,3,"2022/01/31, 11:32:38"
1921,154-64-9693,150-60-1665,1,"2022/05/17, 17:50:32"
1922,154-64-9693,030-45-1969,2,"2022/06/29, 11:22:09"
1923,898-73-3339,150-60-1665,1,"2022/01/09, 03:35:30"
1924,038-37-7264,280-65-5827,0,"2022/03/13, 13:27:53"
1925,154-64-9693,150-60-1665,0,"2022/05/16, 22:38:12"
1926,830-11-8837,280-65-5827,3,"2022/01/04, 19:34:57"
1927,830-11-8837,030-45-1969,3,"2022/06/24, 03:30:51"
1928,038-37-7264,150-60-1665,3,"2022/03/27, 20:27:48"
1929,830-11-8837,280-65-5827,0,"2022/02/24, 12:28:04"
1930,148-49-3184,030-45-1969,0,"2022/01/31, 06:23:59"
1931,431-25-4334,030-45-1969,2,"2022/06/26, 08:36:01"
1932,488-22-2850,280-65-5827,4,"2022/05/02, 19:01:48"
1933,038-37-7264,150-60-1665,3,"2022/06/10, 01:12:15"
1934,488-22-2850,280-65-5827,0,"2022/01/17, 13:26:51"
1935,898-73-3339,280-65-5827,3,"2022/03/04, 22:31:24"
1936,431-25-4334,280-65-5827,0,"2022/03/28, 01:16:37"
1937,877-33-4462,030-45-1969,2,"2022/01/16, 08:25:14"
1938,154-64-9693,280-65-5827,2,"2022/03/28, 15:27:46"
1939,154-64-9693,150-60-1665,1,"2022/05/16, 11:12:50"
1940,898-73-3339,280-65-5827,3,"2022/06/14, 02:11:58"
1941,154-64-9693,030-45-1969,2,"2022/05/27, 16:23:32"
1942,488-22-2850,030-45-1969,1,"2022/01/16, 10:08:11"
1943,154-64-9693,150-60-1665,0,"2022/05/25, 03:23:49"
1944,594-87-8512,150-60-1665,0,"2022/05/21, 12:07:49"
1945,898-73-3339,150-60-1665,0,"2022/03/15, 15:41:00"
1946,148-49-3184,150-60-1665,1,"2022/04/05, 04:12:25"
1947,594-87-8512,150-60-1665,4,"2022/02/03, 18:44:59"
1948,431-25-4334,150-60-1665,0,"2022/06/22, 01:41:49"
1949,038-37-7264,030-45-1969,4,"2022/03/19, 22:22:20"
1950,877-33-4462,280-65-5827,2,"2022/01/18, 09:18:43"
1951,148-49-3184,280-65-5827,4,"2022/03/10, 08:22:00"
1952,488-22-2850,150-60-1665,0,"2022/01/04, 15:35:56"
1953,898-73-3339,030-45-1969,4,"2022/06/03, 18:10:58"
1954,877-33-4462,150-60-1665,0,"2022/03/03, 19:28:04"
1955,488-22-2850,280-65-5827,0,"2022/05/17, 23:33:44"
1956,488-22-2850,280-65-5827,4,"2022/06/15, 15:44:28"
1957,148-49-3184,030-45-1969,4,"2022/05/12, 19:12:53"
1958,038-37-7264,150-60-1665,4,"2022/06/21, 16:18:15"
1959,148-49-3184,150-60-1665,2,"2022/04/21, 04:06:36"
